ID,timestamp,Blink Rate,Yawning Rate,PERCLOS,SDLP,Steering Entropy,Lane Keeping Ratio,Lane Departure Frequency,SRR,SAV,CF,SF,LF,fan,music,vibration,reason
329,2025-06-12T20:10:08.544186,10.64,0,5.98,33.86,1.47,0.85,3.01,16.01,5.15,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
330,2025-06-12T20:10:08.544200,10.98,0,2.9,34.55,2.63,0.77,3.26,23.93,6.39,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
331,2025-06-12T20:10:08.544213,10.46,0,9.7,27.92,1.42,0.83,2.69,19.36,7.89,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
332,2025-06-12T20:10:08.544230,12.32,0,10.71,23.71,1.54,0.71,2.91,24.04,7.17,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
333,2025-06-12T20:10:08.544303,14.12,0,2.33,31.87,1.79,0.7,3.31,21.97,6.69,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
334,2025-06-12T20:10:08.544316,11.66,0,6.19,27.17,1.72,0.75,3.3,16.24,6.54,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
335,2025-06-12T20:10:08.544325,13.91,0,4.38,28.94,2.95,0.74,2.56,24.71,8.38,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
336,2025-06-12T20:10:08.544333,12.43,0,14.39,21.93,2.03,0.78,3.14,16.05,8.7,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
337,2025-06-12T20:10:08.544343,11.29,0,5.69,26.89,1.23,0.83,2.7,16.22,6.64,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
338,2025-06-12T20:10:08.544351,11.83,0,13.52,28.26,2.69,0.76,2.98,22.86,5.94,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
339,2025-06-12T20:10:08.544359,14.56,0,8.88,32.8,1.56,0.73,2.77,22.56,7.43,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
340,2025-06-12T20:10:08.544367,13.5,0,6.34,29.18,1.75,0.73,3.24,21.02,5.53,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
341,2025-06-12T20:10:08.544377,13.06,0,8.65,31.74,2.78,0.81,2.5,15.59,8.69,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
342,2025-06-12T20:10:08.544386,13.55,0,8.92,23.49,1.69,0.72,3.41,19.24,5,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
343,2025-06-12T20:10:08.544394,12.54,0,1.07,23.55,2.85,0.75,3.44,24.1,6.17,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
344,2025-06-12T20:10:08.544402,11.66,0,13.56,31.08,1.65,0.79,3.03,20.91,5.47,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
345,2025-06-12T20:10:08.544410,12.67,0,7.89,30.56,1.15,0.75,2.65,22.26,7.74,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
346,2025-06-12T20:10:08.544419,13.54,0,11.58,22.82,1.9,0.85,2.6,17.68,5.66,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
347,2025-06-12T20:10:08.544428,14.11,0,4.79,32.95,1.73,0.75,3.42,20.14,8.33,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
348,2025-06-12T20:10:08.544437,11.19,0,14.01,22.83,2.1,0.71,2.9,20.41,8.95,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
349,2025-06-12T20:10:08.544445,10.63,0,14.38,28.97,1.23,0.73,3.29,22.04,7.17,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
350,2025-06-12T20:10:08.544452,10.48,0,11.95,24.78,1.45,0.77,2.94,22.69,8.5,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
351,2025-06-12T20:10:08.544460,12.24,0,8.91,22.93,2.66,0.82,2.74,19.11,7.37,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
352,2025-06-12T20:10:08.544469,14.01,0,6.54,24.1,1.91,0.8,2.66,16.79,8.91,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
353,2025-06-12T20:10:08.544477,14.86,0,12.85,22.16,1.62,0.78,3.17,19.91,5.71,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
354,2025-06-12T20:10:08.544486,11.32,0,5.73,28.26,1.73,0.82,2.73,18.8,5.66,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
355,2025-06-12T20:10:08.544494,10.15,0,6.36,34.7,2.91,0.73,2.52,17.86,5.72,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
356,2025-06-12T20:10:08.544502,11.7,0,1.12,28.27,2.5,0.81,3.38,23.12,6.33,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
357,2025-06-12T20:10:08.544512,10.59,0,6.92,33.27,2.09,0.72,3.15,20.9,8.12,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
358,2025-06-12T20:10:08.544522,12.76,0,12.03,29.02,2.15,0.82,2.99,15.46,6.16,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
359,2025-06-12T20:10:08.544530,11.67,0,4.17,23.4,1.59,0.82,2.81,23.7,6.9,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
360,2025-06-12T20:10:08.544538,14.82,0,0.36,21.28,1.61,0.74,2.57,18.21,8.07,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
361,2025-06-12T20:10:08.544546,11.72,0,12.95,24.66,1.29,0.83,2.52,20.23,7.19,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
362,2025-06-12T20:10:08.544574,14.77,0,1.58,31.23,2.71,0.8,2.72,20.31,5.17,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
363,2025-06-12T20:10:08.544584,14.33,0,2.73,20.19,1.73,0.8,3.1,18.81,5.93,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
364,2025-06-12T20:10:08.544592,10.44,0,12.66,29.43,2.07,0.75,3.07,23.88,8.18,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
365,2025-06-12T20:10:08.544600,11.33,0,0.72,31.67,1.27,0.77,3.11,18.5,6.77,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
366,2025-06-12T20:10:08.544609,14.02,0,5.05,31.49,2.23,0.7,3.35,21.86,7.6,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
367,2025-06-12T20:10:08.544617,12.48,0,0.58,27.11,1.28,0.82,2.64,15.91,5.02,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
368,2025-06-12T20:10:08.544625,14.77,0,2.37,30.63,1.56,0.82,3.01,19.72,6.99,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
369,2025-06-12T20:10:08.544633,13.41,0,5.09,21.94,2.6,0.76,3.31,15.5,5.7,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
370,2025-06-12T20:10:08.544641,13.86,0,13.94,33.83,1.92,0.74,2.99,19.1,7.42,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
371,2025-06-12T20:10:08.544650,12.93,0,1.39,28.24,1.16,0.76,2.97,23.65,5.87,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
372,2025-06-12T20:10:08.544659,10.82,0,0.54,22.72,1.5,0.73,2.59,16.93,7.42,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
373,2025-06-12T20:10:08.544667,11.49,0,12.73,30.95,1.88,0.82,2.93,22.18,7.4,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
374,2025-06-12T20:10:08.544675,14.68,0,3.22,28.5,2.65,0.75,3.33,24.71,5.12,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
375,2025-06-12T20:10:08.544683,14.49,0,9.98,23.26,1.75,0.81,3.34,19.14,8.59,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
376,2025-06-12T20:10:08.544693,14.45,0,8.52,22.68,2.99,0.81,2.53,24.12,7.23,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
377,2025-06-12T20:10:08.544701,10.31,0,13.76,31.08,2.22,0.82,2.78,19.1,6.33,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
378,2025-06-12T20:10:08.544712,10.2,0,1.57,26.08,1.19,0.7,2.63,15.82,5.53,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
379,2025-06-12T20:10:08.544720,13.39,0,9.43,21.32,2.79,0.83,3.08,18.92,5.33,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
380,2025-06-12T20:10:08.544728,11.01,0,9.64,27.78,1.11,0.85,2.94,17.94,8.67,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
381,2025-06-12T20:10:08.544736,14.83,0,8.46,29.8,1.04,0.82,2.59,20.78,8.05,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
382,2025-06-12T20:10:08.544746,10.3,0,14.51,24.66,2.36,0.75,2.61,15.75,8.3,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
383,2025-06-12T20:10:08.544756,12.12,0,6.03,22.37,2.3,0.71,2.89,22.07,6.59,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
384,2025-06-12T20:10:08.544767,12.41,0,10.88,29.57,1.87,0.82,3.09,23.4,6.21,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
385,2025-06-12T20:10:08.544775,10.23,0,3.85,23.73,2.92,0.73,3.28,23.18,8.21,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
386,2025-06-12T20:10:08.544784,13.12,0,11.4,28.06,1.74,0.79,2.62,17.01,6.75,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
387,2025-06-12T20:10:08.544792,13.89,0,1.49,26.01,1.08,0.8,2.99,15,8.16,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
388,2025-06-12T20:10:08.544800,12.45,0,8.13,32.05,2.84,0.72,3.18,20.66,7.85,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
389,2025-06-12T20:10:08.544808,11.99,0,3.93,33.28,1.42,0.77,2.59,18.24,5.69,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
390,2025-06-12T20:10:08.544816,13.8,0,6.51,30.94,1.91,0.75,2.74,24.37,7.64,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
391,2025-06-12T20:10:08.544824,11.69,0,8.36,26.92,2.05,0.79,2.92,15.42,7.38,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
392,2025-06-12T20:10:08.544833,12.27,0,6.96,34.24,1.8,0.73,3,16.1,6.18,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
393,2025-06-12T20:10:08.544843,10.17,0,10.27,26.35,1.32,0.7,2.75,19.13,8.38,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
394,2025-06-12T20:10:08.544852,14.1,0,13.43,27.24,2.56,0.72,3.11,19.77,5.9,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
395,2025-06-12T20:10:08.544860,11.24,0,9.89,21.07,2.89,0.77,3.1,22.4,6.97,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
396,2025-06-12T20:10:08.544869,12.27,0,9.35,24.78,1.57,0.84,3.33,18.78,8.88,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
397,2025-06-12T20:10:08.544878,12.74,0,5.63,23.68,2.12,0.72,2.82,16.97,6.51,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
398,2025-06-12T20:10:08.544885,11.93,0,13.84,32.5,1.24,0.82,3.44,15.19,7.73,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
399,2025-06-12T20:10:08.544893,11.62,0,1.84,26.93,2.14,0.84,3.2,21.01,6.73,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
400,2025-06-12T20:10:08.544901,14.44,0,4.29,25.05,1.14,0.81,3.01,23.25,7.05,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
401,2025-06-12T20:10:08.544909,12.01,0,5.58,21.72,1.05,0.79,2.74,17.29,6.05,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
402,2025-06-12T20:10:08.544919,14.19,0,7.75,22.83,1.1,0.73,2.58,22.53,8.96,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
403,2025-06-12T20:10:08.544927,11.82,0,2.86,21.2,2.37,0.72,3.24,20.07,7.46,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
404,2025-06-12T20:10:08.544934,14.52,0,3.76,23.37,2.33,0.77,2.61,17.12,7.74,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
405,2025-06-12T20:10:08.544944,12.67,0,11.28,23.57,1.83,0.79,2.56,16.26,8.67,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
406,2025-06-12T20:10:08.544952,13.54,0,8.67,23.5,2.92,0.75,2.96,15.59,7.2,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
407,2025-06-12T20:10:08.544968,10.76,0,6.52,28.16,1.77,0.77,3.19,17.07,7.76,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
408,2025-06-12T20:10:08.544976,11.56,0,12.93,32.52,1.97,0.74,2.83,21.83,5.97,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
409,2025-06-12T20:10:08.544986,12.22,0,4.6,20.06,1.88,0.78,2.92,23.68,6.77,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
410,2025-06-12T20:10:08.544993,11.42,0,10.19,22,2.31,0.79,3.15,23.36,8.7,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
411,2025-06-12T20:10:08.545001,10.9,0,6.91,21.7,1.1,0.85,3.2,15.66,8.87,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
412,2025-06-12T20:10:08.545011,10.06,0,2.28,23.87,1.76,0.83,3.45,18.65,8.96,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
413,2025-06-12T20:10:08.545019,10.07,0,13.43,33.73,2.63,0.84,3.19,20.4,6.59,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
414,2025-06-12T20:10:08.545027,10.01,0,11.23,32.21,1.62,0.73,2.58,18.23,6.88,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
415,2025-06-12T20:10:08.545036,10.3,0,14.17,32.57,2.59,0.8,2.95,17.76,8.65,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
416,2025-06-12T20:10:08.545044,12.21,0,10.17,23.26,1.61,0.7,2.79,23.46,8.9,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
417,2025-06-12T20:10:08.545052,14.16,0,0.91,28.51,2.07,0.82,2.58,24.44,7.18,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
418,2025-06-12T20:10:08.545060,11.09,0,0.96,30.67,1.96,0.72,2.53,15.5,7.35,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
419,2025-06-12T20:10:08.545068,13.57,0,11.83,21.54,1.7,0.71,3.1,15.75,5.2,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
420,2025-06-12T20:10:08.545076,12.86,0,0.99,30.43,1.31,0.78,2.72,16.17,6.72,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
421,2025-06-12T20:10:08.545084,13.58,0,9.39,28.83,1.71,0.74,3.31,21.12,8.37,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
422,2025-06-12T20:10:08.545095,13.67,0,5.86,30.09,1.08,0.83,3.2,21.34,6.76,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
423,2025-06-12T20:10:08.545103,10.21,0,7.65,29.41,1.22,0.8,3.41,18.26,7.86,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
424,2025-06-12T20:10:08.545111,14.06,0,7.6,29.7,1.84,0.77,3.19,15.28,5.79,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
425,2025-06-12T20:10:08.545120,12.53,0,3.95,26.07,2.49,0.71,3.43,23.07,5.81,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
426,2025-06-12T20:10:08.545469,12.42,0,12.01,32.06,1.21,0.82,2.64,18.35,5.33,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
427,2025-06-12T20:10:08.545480,11.95,0,5.25,29.38,1.68,0.83,2.75,15.79,5.19,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
428,2025-06-12T20:10:08.545488,12.46,0,2.59,32.72,1.83,0.84,2.52,18.08,6.35,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
429,2025-06-12T20:10:08.545497,11.82,0,10.92,24.17,2.18,0.79,3.38,22.8,7.48,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
430,2025-06-12T20:10:08.545506,12.4,0,1.04,32.59,2.6,0.79,3.16,24.41,5.09,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
431,2025-06-12T20:10:08.545514,13.37,0,5.5,31.67,2.35,0.83,3.13,22.21,6.97,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
432,2025-06-12T20:10:08.545524,12.62,0,12.98,27.02,1.51,0.81,3.37,21.35,6.46,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
433,2025-06-12T20:10:08.545532,10.57,0,12.33,33.01,1.75,0.76,2.77,19.59,6.96,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
434,2025-06-12T20:10:08.545540,10.06,0,5.21,21.14,2.73,0.74,2.61,23.49,8.24,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
435,2025-06-12T20:10:08.545563,11.82,0,2.11,31.03,2.95,0.77,3.22,21.75,6.73,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
436,2025-06-12T20:10:08.545572,11.25,0,14.3,25.75,1.71,0.75,3.49,17.85,6.67,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
437,2025-06-12T20:10:08.545580,11.73,0,1.59,25.38,1.33,0.76,2.65,24.36,8,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
438,2025-06-12T20:10:08.545587,12.52,0,11.5,32.72,1.61,0.75,3.24,15.05,5.72,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
439,2025-06-12T20:10:08.545595,14.69,0,12.87,25.82,2.47,0.84,3.01,22.03,5.07,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
440,2025-06-12T20:10:08.545603,13.64,0,4.79,27.01,2.12,0.8,2.79,18.51,5.56,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
441,2025-06-12T20:10:08.545611,14.18,0,2.14,27.81,1.25,0.84,3.41,19,8.44,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
442,2025-06-12T20:10:08.545620,14.69,0,9.87,21.2,2.75,0.71,3.41,21.35,8.38,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
443,2025-06-12T20:10:08.545629,14.37,0,7.78,34.71,1.64,0.72,3.15,23.42,8.31,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
444,2025-06-12T20:10:08.545638,14.34,0,13.97,25.8,1.36,0.77,2.76,18.06,7.93,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
445,2025-06-12T20:10:08.545646,14.45,0,12.75,24,2.54,0.79,2.57,24.1,7.39,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
446,2025-06-12T20:10:08.545654,12.19,0,13.77,32.95,2.94,0.77,2.59,23.63,5.88,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
447,2025-06-12T20:10:08.545662,12.93,0,12.05,24.68,1.2,0.84,3.08,20.16,6.26,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
448,2025-06-12T20:10:08.545672,10.26,0,7.59,33.66,1.27,0.83,3.02,19.31,7.84,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
449,2025-06-12T20:10:08.545680,10.15,0,10.26,30.16,2.05,0.72,3.19,21.69,5.97,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
450,2025-06-12T20:10:08.545688,14.99,0,7.52,23.17,1.99,0.71,2.81,20.91,8.45,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
451,2025-06-12T20:10:08.545696,12.82,0,8.43,31.4,2.75,0.7,3.48,17.17,6.17,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
452,2025-06-12T20:10:08.545707,12.06,0,14.12,28.4,2.23,0.71,2.68,19.55,8.44,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
453,2025-06-12T20:10:08.545721,13.2,0,14.23,25.43,2.77,0.78,2.55,19.52,6.34,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
454,2025-06-12T20:10:08.545743,10.17,0,13.76,21.12,1.02,0.84,2.6,15.36,6.93,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
455,2025-06-12T20:10:08.545756,12.52,0,3.49,27.48,2.58,0.83,2.98,23.09,6.24,Low,Moderate,Moderate,level 2,off,off,Motor and lane variations suggest early fatigue. Moderate airflow stabilizes driver alertness.
